Material Number,Old Material Number,   ,UOM,Qty (Unrestricted),Image Link,Image Count,Has Image?
SM-BUSHINGS-000001,"SM017-3132A,SN700.228.2",BUSHING ( 2.003.0019 ),EA,31,,,No
SM-BUSHINGS-000105,"SM017-3131A,SN700.165.2","BUSH (13.01.00.981) TAV 10.0,POS 20 SL50",EA,6,,,No
SM-BUSHINGS-000124,"SM017-3135A,SN700.273.2","BUSHING ( 2.003.0021 )  TAV- 26 , POS-8",EA,2,,,No
SM-BUSHINGS-000141,"SM017-3130A,SN700.158.2","BUSHING (13.15.00.101)TAV 7.0,POS11 SL50",EA,12,,,No
SM-BUSHINGS-000154,"SM017-3138A,SN700.276.2",BUSHING 161820 F,EA,2,,,No
SM-BUSHINGS-000155,"SM017-3137A,SN700.275.2",BUSHING 182020,EA,7,,,No
SM-BUSHINGS-000156,"SM017-3134A,SN700.272.2",BUSHING 182020F ( 20030022 ),EA,4,,,No
SM-BUSHINGS-000162,"SM017-3133A,SN700.264.2",BUSHING GLY PG081008 ( 20030050 ),EA,4,,,No
SM-CHAINS-000074,"SM006-3161A,SN700.042.2",CHAIN GUIDE ( 131500306D02 ),EA,42,,,No
SM-CHAINS-000075,"SM006-3162A,SN700.061.2",CHAIN GUIDE ( 131500306S02 ),EA,21,,,No
SM-FILTERS-000102,"SM002-3126A,SN700.031.2",FILTER FVT35 ( 20240037 ),EA,1,,,No
SM-GASKETS-000191,"SM004-3879B,SN700.263.2",GASKET KIT,EA,1,,,No
SM-GASKETS-000194,"SM004-4156A,SN700.261.2",GASKET KIT ( 20390030 ),EA,7,,,No
SM-GASKETS-000196,"SM004-4139A,SN700.063.2",GASKET KIT FOR AX100,EA,1,,,No
SM-GASKETS-000223,"SM004-4155A,SN700.249.2",SEAL 2651,EA,9,,,No
SM-KEYSNPINS-000041,"SM014-3349A,SN700.202.2",FORK 8MA+PIN ( 20120005 ),EA,3,,,No
SM-MISLMECH-000040,"SM016-5755A,SN700.084.2",GUIDE ( 13.26.00.130 ),EA,2,,,No
SM-MISLMECH-000057,"SM016-5776A,SN700.119.2",18.05.00.020 SUPPORT,EA,2,,,No
SM-MISLMECH-000312,"SM016-5842A,SN700.265.2",BACK HINGE,EA,2,,,No
SM-MISLMECH-000733,"SM016-5747A,SN700.028.2",BRACKET ( 13150010501 ),EA,34,,,No
SM-MISLMECH-001036,"SM016-5741A,SN700.019.2",CARTRIDGE 2.060.0022,EA,2,,,No
SM-MISLMECH-001539,"SM016-5804A,SN700.154.2",CONNECTION ( 12.23.00.164 ) SL50,EA,1,,,No
SM-MISLMECH-001561,"SM016-5760A,SN700.089.2","CONNECTION 2901 1/8"" ( 20250175 )",EA,6,,,No
SM-MISLMECH-002095,"SM016-5799A,SN700.148.2","GUIDE (13.15.00.305S)POS 05,TAV-9.1 SL50",EA,2,,,No
SM-MISLMECH-002182,"SM016-5782A,SN700.130.2",INTERNAL SPACER ( 18050001301 ),EA,2,,,No
SM-MISLMECH-002234,"SM016-5754A,SN700.072.2",LEFT PLAP FOLDER,EA,2,,,No
SM-MISLMECH-002243,"SM016-5805A,SN700.155.2","LEVER (13.15.00.087) TAV 7.0,POS 07 SL50",EA,6,,,No
SM-MISLMECH-002244,"SM016-5806A,SN700.159.2","LEVER (13.15.00.091) TAV 7.0,POS 25 SL50",EA,8,,,No
SM-MISLMECH-002257,"SM016-5780A,SN700.128.2",LOCK NUT ( 180500025 ),EA,2,,,No
SM-MISLMECH-002258,"SM016-5783A,SN700.132.2",LOCK NUT M40 X 1.5 ( 20590025 ),EA,2,,,No
SM-MISLMECH-002291,"SM016-6870A,SN700.078.2",MATHEW NOZZEL 2.845.0006.RIC,EA,4,,,No
SM-MISLMECH-002292,"SM004-4143A,SN700.076.2",MATHEW SPRING 2.845.0005.RIC,EA,8,,,No
SM-MISLMECH-002293,"SM015-3033A,SN700.077.2",MATHEW TUBE 2.845.0015.RIC,EA,2.25,,,No
SM-MISLMECH-002331,"SM011-3347A,SN700.025.2",NOZZLE ( 2.815.0014 ),EA,15,,,No
SM-MISLMECH-002423,"SM016-5739A,SN700.007.2",PLASTIC GUIDE ( 2.036.0052 ),EA,9,,,No
SM-MISLMECH-002687,"SM016-5832A,SN700.250.2",REGULETER EIR200,EA,1,,,No
SM-MISLMECH-002717,"SM004-4148A,SN700.156.2","RING (13.15.00.216) TAV 7.0, POS 08 SL50",EA,21,,,No
SM-MISLMECH-002934,"SM016-5802A,SN700.152.2","SMALL PLATE( 18.05.00.036 )TAV5.0,POS 0",EA,2,,,No
SM-MISLMECH-002949,"SM016-5781A,SN700.129.2",SPACER ( 18050002701 ),EA,2,,,No
SM-MISLMECH-002950,"SM016-5784A,SN700.133.2",SPACER ( 180500029 ),EA,2,,,No
SM-MISLMECH-003145,"SM016-5844A,SN700.270.2",SUPPORT ( 13.15.00.239 ),EA,2,,,No
SM-MISLMECH-003410,"SM016-3007L,SN700.234.2",SPACER,EA,2,,,No
SM-MISLMECH-003449,"SM016-3094L,SN700.233.2",SUPPORT,EA,1,,,No
SM-MISLMECH-005457,"SM013-3564A,SN700.122.2",SHAFT ENTRY CENTRATOR ( 18.05.00.021 ),EA,1,,,No
SM-MISLMECH-006009,SM016-5797A,"GUIDE (13.15.00.305D)POS 03,TAV-9.1 SL50",EA,4,,,No
SM-OILSEAL-000280,"SM004-4133A,SN700.003.2","O-RING (2.034.0037) TAV 7.0,POS 09 SL 50",EA,37,,,No
SM-ORING-000157,"SM004-4134A,SN700.004.2",RUBBER RING ( 080200067 ),EA,20,,,No
SM-PINRODS-000246,"SM013-3577A,SN700.226.2",PIN FOR EJECTION WHEEL (131500028 ),EA,6,,,No
SM-ROLLERS-000159,"SM013-3570A,SN700.157.2","ROLLER (13.15.00.149)TAV 7.0,POS 10 SL50",EA,6,,,No
SM-ROLLERS-000292,SM013-3579A,ROLLER ( 122300131 ),EA,1,,,No
SM-SHAFT-000151,"SM013-3560A,SN700.044.2",HEAD SHAFT,EA,2,,,No
SM-SHAFT-000177,"SM013-3567A,SN700.131.2",SHAFT ( 180500024 ),EA,1,,,No
SM-SHAFT-000271,"SM013-3569A,SN700.149.2","SHAFT (12.20.00.003) TAV-35.0, POS 11",EA,1,,,No
SM-SHAFT-000273,"SM013-3572A,SN700.162.2","SHAFT (13.15.00.040)TAV 12.0,POS11 SL 50",EA,1,,,No
SM-SHAFT-000274,"SM013-3573A,SN700.163.2","SHAFT (13.15.00.065)TAV 12.0,POS16 SL 50",EA,1,,,No
SM-SHAFT-000275,"SM013-3571A,SN700.160.2","SHAFT (13.15.00.202)TAV 12.0,POS 02 SL50",EA,1,,,No
SM-SHAFT-000304,"SM013-3568A,SN700.143.2","SHAFT(SL 50 HOT MELT)TAV-5.0,POS-20 (13",EA,1,,,No
SM-VALVES-000093,"SM011-3349A,SN700.075.2",MATHEW VALVE,EA,1,,,No
SM-VALVES-000094,"SM011-3345A,SN700.005.2",MATHEWS VALVE ( 2.845.0013RIC ),EA,2,,,No
SM-VALVES-000095,"SM011-3354A,SN700.252.2",MATTHEWS VALVE ( 2.845.0002 RIC ) TAV-3,EA,1,,,No
SM-WHEELS-000330,"SM013-3566A,SN700.127.2",WHEEL FOR CENTRE TILE ( 151100009 ),EA,12,,,No
SM-WHEELS-000331,"SM013-3578A,SN700.227.2",WHEEL FOR EJECTION ( 13.15.00.051 ),EA,20,,,No
SM-BEARING-000667,"SM007-3645A,SN700.438.2","THRUST BEARING (2.003.0045)TAV-29,POS-20",EA,2,,,No
SM-BELT-000606,"SM001-3648A,SN700.387.2",GUIDE BELT ( 180500035 ),EA,1,,,No
SM-BUSHINGS-000119,"SM017-3141A,SN700.279.2","BUSHING ( 131500033 ) TAV 4.0 , POS 20",EA,131,,,No
SM-BUSHINGS-000140,"SM017-3145A,SN700.439.2","BUSHING (12.23.00.285) TAV-23.1, POS-32",EA,2,,,No
SM-BUSHINGS-000142,"SM017-3139A,SN700.277.2","BUSHING (131500134) TAV04, POS 28 SL50",EA,53,,,No
SM-BUSHINGS-000153,"SM017-3140A,SN700.278.2","BUSHING 081010F (200360051)TAV 4.0,POS 2",EA,36,,,No
SM-CHAINS-000114,"SM006-3170A,SN700.337.2",RIGHT CHAIN GUIDE ( 131500305D02 ),EA,2,,,No
SM-GASKETS-000197,"SM004-4164A,SN700.357.2",GASKET KIT K-32,EA,4,,,No
SM-KEYSNPINS-000052,"SM014-3366A,SN700.440.2","PIN ( 12.23.00.286 )  TAV-23.1 , POS-30",EA,1,,,No
SM-KEYSNPINS-000053,"SM014-3359A,SN700.368.2",PIN ( 122300127 ),EA,4,,,No
SM-KEYSNPINS-000054,"SM014-3360A,SN700.369.2",PIN ( 122300128 ),EA,1,,,No
SM-KEYSNPINS-000077,"SM014-3361A,SN700.370.2",PIN FOR CYLINDER ( 122300126 ),EA,1,,,No
SM-MISLMECH-001350,"SM016-5846A,SN700.281.2",COLUMN,EA,2,,,No
SM-MISLMECH-001564,"SM016-5873A,SN700.384.2",Connection For Sucker ( 122300057 ),EA,2,,,No
SM-MISLMECH-002004,"SM016-5852A,SN700.289.2",FOLDER L=130 ( 122300096 ),EA,2,,,No
SM-MISLMECH-002050,"SM016-5898A,SN700.434.2","GUARD ( 12.23.00.173 )  TAV-37.3 , POS-",EA,1,,,No
SM-MISLMECH-002054,"SM016-5872A,SN700.383.2",GUIDE ( 122300108 ),EA,4,,,No
SM-MISLMECH-002061,"SM016-5875A,SN700.388.2",GUIDE ( 180500105 ),EA,2,,,No
SM-MISLMECH-002230,"SM016-5849A,SN700.286.2",LEFT GUIDE ( 122300099 S ),EA,1,,,No
SM-MISLMECH-002232,"SM016-5854A,SN700.292.2","LEFT LEVER (131500115 C)TAV04,POS26 SL50",EA,80,,,No
SM-MISLMECH-002239,"SM016-5882A,SN700.403.2",LEVER ( 122300189 D ),EA,1,,,No
SM-MISLMECH-002240,"SM016-5881A,SN700.402.2",LEVER ( 122300189 S ),EA,1,,,No
SM-MISLMECH-002424,"SM016-5859A,SN700.335.2",PLASTIC GUIDE CPA15 L=275(2.036.0056),EA,3,,,No
SM-MISLMECH-002429,"SM016-5877A,SN700.390.2",PLATE ( 122300055 ),EA,1,,,No
SM-MISLMECH-002430,"SM016-5876A,SN700.389.2",PLATE ( 122300064 ),EA,2,,,No
SM-MISLMECH-002476,"SM016-5905A,SN700.446.2","PLATE (12.23.00.094) TAV 29.01, POS 03",EA,4,,,No
SM-MISLMECH-002477,"SM016-5906A,SN700.447.2","PLATE (12.23.00.097) TAV. 29.0, POS 28",EA,3,,,No
SM-MISLMECH-002478,"SM016-5904A,SN700.445.2","PLATE (13.15.00.081)TAV.11.0,POS 10 SL50",EA,2,,,No
SM-MISLMECH-002484,"SM016-5850A,SN700.287.2",PLATE L=250 ( 122300093 ),EA,2,,,No
SM-MISLMECH-002700,"SM016-5847A,SN700.284.2",RIGHT FLAP FOLDER,EA,1,,,No
SM-MISLMECH-002701,"SM016-5848A,SN700.285.2",RIGHT GUIDE ( 122300099 D ),EA,1,,,No
SM-MISLMECH-002703,"SM016-5853A,SN700.291.2","RIGHT LEVER (131500115D) TAV 4.0, POS 23",EA,80,,,No
SM-MISLMECH-002726,"SM016-5861A,SN700.343.2",ROB BIG FITTER P/N 100419,EA,1,,,No
SM-MISLMECH-002945,"SM016-5892A,SN700.423.2",SPACER ( 12.23.00.321 ),EA,1,,,No
SM-MISLMECH-002946,"SM016-5878A,SN700.398.2",SPACER ( 122300295 ),EA,4,,,No
SM-MISLMECH-003169,"SM016-5899A,SN700.435.2","SUPPORT (12.23.00.175) TAV-37.3, POS-7",EA,2,,,No
SM-MISLMECH-003170,"SM016-5901A,SN700.437.2","SUPPORT (12.23.00.376) TAV-37.3, POS-13",EA,2,,,No
SM-MISLMECH-005705,SM004-3295S,WASHER,EA,3,,,No
SM-ORING-000155,"SM004-4162A,SN700.346.2",ROB.O-RING 17.86X2.62,EA,2,,,No
SM-ORING-000156,"SM004-4163A,SN700.347.2",ROB.O-RING P/N 100458,EA,1,,,No
SM-PNEUMATIC-000220,"SM012-3056A,SN700.380.2",Micro Pneumatic Symbol ( C60009.5004 ),EA,1,,,No
SM-PULLEY-000092,"SM005-3447A,SN700.280.2",BUSHING FOR PULLEY ( 131500034 ),EA,148,,,No
SM-REPAIRKIT-000087,"SM011-3359A,SN700.420.2",NOZZLE CLEANER KIT ( 28150025RIC ),EA,1,,,No
SM-SHAFT-000155,"SM010-3360A,SN700.345.2",KIT O'RING FOR PUMP,EA,2,,,No
SM-SHAFT-000168,"SM013-3590A,SN700.442.2","SHAFT ( 13.15.00.025 )  POS 04 , TAV 5.",EA,1,,,No
SM-SHAFT-000272,"SM013-3589A,SN700.429.2","SHAFT (13.15.00.0065) TAV-12, POS-16",EA,1,,,No
SM-SHAFT-000286,"SM013-3584A,SN700.397.2",SHAFT 3729/1000 ( 131500023 ),EA,4,,,No
SM-VALVES-000091,"SM011-3358A,SN700.382.2",Lowering Valve Symbol ( C60009.5005 ),EA,1,,,No
SM-BEARING-000646,"SM007-3640A,SN700.149",NEEDLE ROLLER BEARINGS (000143P) POS 43,EA,2,,,No
SM-BELT-000172,"SM001-3647A,SN700.313",BELT ( CN12017943 ),EA,2,,,No
SM-BELT-000180,"SM001-3650A,SN700.601",BELT ( WP300513431 ),EA,2,,,No
SM-BUSHINGS-000094,"SM017-3146A,SN700.668","BUSH ( 5500268 ) PAGE-2, POS-5 , TAV-4",EA,10,,,No
SM-CHAINS-000021,"SM006-3180A,SN700.692",CHAIN CONNECTION ( VASS0418052 ) PAG:TA,EA,2,,,No
SM-CHAINS-000026,"SM006-3178A,SN700.666",CHAIN GUIDE ( WP300424390 ),EA,2,,,No
SM-COUNTERS-000001,"SM016-6871A,SN700.682",BOTTOM COUNTER TERMINAL( EY00093932 ),EA,2,,,No
SM-COUPLINGS-000027,"SM010-3363A,SN700.520",COUPLING ( CMA+0000536 ),EA,1,,,No
SM-FILTERS-000045,"SM002-3132A,SN700.526",FILTER ( CMA+0000986 ),EA,1,,,No
SM-GASKETS-000066,"SM004-4170A,SN700.608",GASKET ( 5008239 ),EA,34,,,No
SM-GASKETS-000221,"SM004-4150A,SN700.210",PNEUMATIC GROUP VALVE GASKET KIT(150020),EA,1,,,No
SM-KEYSNPINS-000033,"SM014-3367A,SN700.626",PIN ( SA1310412 ),EA,1,,,No
SM-MISLMECH-000108,"SM016-5929A,SN700.618","AIR GRIPPER ( 5770770 ) TAV 11 , POS 08",EA,2,,,No
SM-MISLMECH-000192,"SM016-5923A,SN700.604",BLADE ( WP300524394 ),EA,1,,,No
SM-MISLMECH-000193,"SM016-5922A,SN700.603",BLADE ( WP300526198 ),EA,1,,,No
SM-MISLMECH-000194,"SM016-5924A,SN700.605",BLADE ( WP300526199 ),EA,1,,,No
SM-MISLMECH-000272,"SM016-5964A,SN700.685","CAM ( DMA+0002554 ) TAV 05 , POS - 38",EA,1,,,No
SM-MISLMECH-000606,"SM016-5967A,SN700.689","GRIPPER (CMA+0000556) TAV-05, POS 40",EA,2,,,No
SM-MISLMECH-000613,"SM016-5915A,SN700.524",GUIDE  ( SACV 600117484 ),EA,2,,,No
SM-MISLMECH-000667,"SM016-5813A,SN700.208",GUIDE ( SACV600117485 ),EA,3,,,No
SM-MISLMECH-000868,"SM016-6873A,SN700.663","CABLE GUIDE CHAIN ANGLE- TAV 03, RIF 29",EA,2,,,No
SM-MISLMECH-000895,"SM011-3363A,SN700.502",NOZZLE ( SA5900516 ),EA,10,,,No
SM-MISLMECH-000958,"SM016-5774A,SN700.107",PAD ( ACCO0224245 ),EA,6,,,No
SM-MISLMECH-001006,"SM010-3364A,SN700.544",PIPE ( CMA+0002059 ) PACKER GLUE APLICA,EA,6,,,No
SM-MISLMECH-001530,"SM016-5960A,SN700.674",SILENCER ( CMA+0000270 ),EA,1,,,No
SM-MISLMECH-001634,"SM016-5814A,SN700.214",CONNECTOR 2P+T 15X15(150020630)PAGE V.1,EA,1,,,No
SM-MISLMECH-001655,"SM004-4149A,SN700.205",SPRING ( EY00030236 ),EA,2,,,No
SM-MISLMECH-001715,"SM016-5940A,SN700.641",STRIP ( SAWP300424378 ),EA,2,,,No
SM-MISLMECH-001716,"SM016-5909A,SN700.510",STRIP ( SAWP300824397 ),EA,2,,,No
SM-MISLMECH-001725,"SM016-5957A,SN700.669","STUD BOLT(VASS0818084)PAGE-2,TAV-4,POS-6",EA,5,,,No
SM-MISLMECH-001758,"SM016-5943A,SN700.644",SUPPORT ( SAWP300424382 ),EA,5,,,No
SM-MISLMECH-002003,"SM016-5948A,SN700.655","FOLDER ( SAWP300916575 )TAV 06 , POS 84",EA,2,,,No
SM-MISLMECH-002092,"SM016-5946A,SN700.651",GUIDE ( SAEY001711823 ),EA,3,,,No
SM-MISLMECH-002144,"SM016-5932A,SN700.627",HOUSING ( SAWP300824398 ),EA,2,,,No
SM-MISLMECH-002145,"SM016-5908A,SN700.509",HOUSING ( SAWP300824400 ),EA,3,,,No
SM-MISLMECH-002419,"SM016-5858A,SN700.315",PLANER GUIDE ( DMA+0003391 ),EA,2,,,No
SM-MISLMECH-002803,"SM016-6772A,SN700.629","SCREW ( SAWP300913518 ) TAV 06 , POS 66",EA,10,,,No
SM-MISLMECH-003166,"SM016-5930B,SN700.662",SUPPORT ( SAEY00174625 ),EA,2,,,No
SM-MISLMECH-003242,"SM016-5921A,SN700.550","TORQUE BAR(7220SP0300)PAGE2,TAV 02,POS23",EA,2,,,No
SM-MISLMECH-005346,"SM016-5933A,SN700.631","HINGE ( SA5755176 ) TAV 06 , POS 40",EA,6,,,No
SM-MISLMECH-005347,"SM016-5936A,SN700.636",RATCHET ( SAWP300516590 ),EA,1,,,No
SM-MISLMECH-005473,"SM011-3366A,SN700.545",NOZZLE ( SA5900516 ) SIZE .0.5MM,EA,10,,,No
SM-MISLMECH-007157,SM016-5951A,SUPPORT ( SAWP300424379 ),EA,2,,,No
SM-OILSEAL-000230,"SM016-5925A,SN700.609","SUCTION CUP ( 5565313 ) TAV 09 , POS 07",EA,9,,,No
SM-ORING-000021,"SM004-4147A,SN700.145",KIT 3 O-RING MELER  ( CMA+0000637 ),EA,2,,,No
SM-ORING-000085,"SM004-4161A,SN700.311",RUBBER RING ( CN120110353 ),EA,28,,,No
SM-PINRODS-000015,"SM014-3372A,SN700.694",10MM ROD WITH PLATE(SADIVI0230971)TAV01,EA,2,,,No
SM-PINRODS-000156,"SM014-3371A,SN700.693",TIE ROD (VASS0418051) PAG:TAV 01/POS:19,EA,1,,,No
SM-PNEUMATIC-000236,"SM012-3058A,SN700.518",SET GRUPPO PNEUMATIC 220VAC(CMA+0001190),EA,1,View Image (1 of 2),2,Yes
SM-PUMPS-000013,"SM010-3358A,SN700.220",KIT THREE PUMP SEAT FITTING(CMA+0001130),EA,2,,,No
SM-REPAIRKIT-000024,"SM016-5945A,SN700.647",KIT ( DMA+0000259 ),EA,1,,,No
SM-REPAIRKIT-000086,"SM016-5815A,SN700.219",MOUNTING KIT(CMA+0001118)POS:30.3/V14 (,EA,1,,,No
SM-ROLLERS-000031,"SM001-3649A,SN700.542",BELT STRETCHER ROLLER (PC600216550) TAV,EA,2,,,No
SM-ROLLERS-000081,"SM013-3582A,SN700.314",ROLLER ( SAPC600216550 ),EA,1,,,No
SM-ROLLERS-000177,"SM013-3575A,SN700.221",ROLLER MOUNTING ( EY00030235 ),EA,1,,,No
SM-SHAFT-000025,"SM010-3365A,SN700.555",PUMP BODY WITH BRACES AND FITTINGS,EA,1,View Image (1 of 2),2,Yes
SM-SHAFT-000026,"SM010-3359A,SN700.225",PUMP TIE-RODS ( 150020610 ) POS 37.13,EA,1,,,No
SM-SHAFT-000028,"SM013-3592A,SN700.551",REDUCTION GEAR SHAFT ( DMA+0000259)TAV 2,EA,1,,,No
SM-SHAFT-000079,"SM013-3591A,SN700.549","SHAFT ( D50521193 ) TAV2,PAGE02,POS03",EA,1,,,No
SM-SHAFT-000085,"SM013-3593A,SN700.552","SHAFT ( DMA+0003135 ) TAV 03 , POS 86",EA,1,,,No
SM-SHAFT-000110,"SM013-3583A,SN700.316",SHAFT ( SACN120111861 ),EA,1,,,No
SM-SHAFT-000112,"SM013-3595A,SN700.645",SHAFT ( SAWP101710604 ),EA,2,,,No
SM-SHAFT-000162,"SM013-3576A,SN700.223",ROLLER SHAFT ( EY00110239 ),EA,3,,,No
SM-VALVES-000088,"SM011-3352A,SN700.215",INTAKESOLENOIDVALVE 220VAC(150020520) V,EA,1,,,No
SM-WHEELS-000127,"SM013-3581A,SN700.312",WHEEL ( CN120110352 ),EA,30,,,No
SM-WHEELS-000128,"SM013-3561A,SN700.053",WHEEL ( D50510385 ),EA,1,,,No
SM-WHEELS-000129,"SM013-3562A,SN700.054",WHEEL ( D50510386 ),EA,1,,,No
SM-WHEELS-000143,"SM013-3594A,SN700.632",WHEEL ( SAWP300413425 ),EA,2,,,No
SM-WHEELS-000147,"SM013-3574A,SN700.206","WHEEL , 35 DIA ( EY00117039 )",EA,1,,,No
SM-BELT-000038,"SM001-3651A,SN700.704",BELT ( VASS0725031 ),EA,3,,,No
SM-BELT-000039,"SM001-3652A,SN700.706",BELT ( VASS0918144 ),EA,1,,,No
SM-BELT-000179,"SM001-3655A,SN700.825",BELT ( SA2048319 ),M,8,,,No
SM-BUSHINGS-000039,"SM017-3147A,SN700.726","BUSH ( AOAAE0029 ) PRV 02 , POS 31",EA,43,,,No
SM-CHAINS-000023,"SM006-3190A,SN700.845",CHAIN GUIDE      ( SC090314349 ),EA,18,,,No
SM-CHAINS-000024,"SM006-3185A,SN700.734",CHAIN GUIDE ( SAVASS0225718 )   VASS,EA,2,,,No
SM-CHAINS-000025,"SM006-3186A,SN700.835",CHAIN GUIDE ( WP300424377 ),EA,2,,,No
SM-CHAINS-000027,"SM006-3188A,SN700.837","CHAIN GUIDE (SAWP300424382)TAV-02,RIF 10",EA,2,,,No
SM-CHAINS-000028,"SM006-3187A,SN700.836",CHAIN GUIDE (WP300424390) TAV-7 RIF-02,EA,2,,,No
SM-CHAINS-000033,"SM006-3183A,SN700.732",CHAIN GUIDE(SAVASS0225022)LEN=975MM VASS,EA,4,,,No
SM-COUNTERS-000003,"SM008-3244A,SN700.763","COUNTER BLOCK( SA1313610 )TAV 06 ,POS 50",EA,18,,,No
SM-KEYSNPINS-000067,"SM014-3376A,SN700.829",PIN ( SA1310413 ),EA,5,,,No
SM-KEYSNPINS-000068,"SM014-3377A,SN700.830",PIN ( SAEY00096061 ),EA,10,,,No
SM-MISLMECH-000191,"SM016-5973A,SN700.702",BLADE ( VASS0618074 ),EA,1,,,No
SM-MISLMECH-000268,"SM016-6879A,SN700.720",CABLEPACK CHAIN ( VASS1325007 ) TAV 09,EA,1,,,No
SM-MISLMECH-000305,"SM016-5988A,SN700.736","AXE(D505211800)TAV 04 1/2,POSR5-35 MV244",EA,17,,,No
SM-MISLMECH-000397,"SM016-5974A,SN700.707","COVERING ( VASS0919782 )TAV 05 , POS 10",EA,1,,,No
SM-MISLMECH-000440,"SM016-5985A,SN700.723","DISK ( 420373029 ) PRV 002 , POS 15",EA,36,,,No
SM-MISLMECH-000668,"SM016-6001A,SN700.832",GUIDE ( SASC090314347 ),EA,10,,,No
SM-MISLMECH-000669,"SM016-6000A,SN700.831",GUIDE ( SASC090314349 ),EA,4,,,No
SM-MISLMECH-000961,"SM016-5993A,SN700.802",PAD ( SW090211773 ),EA,76,,,No
SM-MISLMECH-001287,"SM016-6773A,SN700.755","RING NUT ( 1308143 ) TAB 06,POS 13",EA,9,,,No
SM-MISLMECH-001312,"SM016-6660A,SN700.752","CLIP (EY00094666) TAV 03,POS 16 WRAP",EA,2,,,No
SM-MISLMECH-001495,"SM016-6877A,SN700.700","SENSOR READER (WP300713494)TAV 03,POS 27",EA,4,,,No
SM-MISLMECH-001606,"SM016-2746A,SN700.740","SPACER (D505161832) TAV 09,POS 17 MV 244",EA,4,,,No
SM-MISLMECH-001696,"SM016-6875A,SN700.750","COU.TERMINAL(EY00093931)TAB03,POS14 WRAP",EA,1,,,No
SM-MISLMECH-001697,"SM016-6876A,SN700.751","COUN.TERMINAL ( DMA+0003180 ) TAB 03 ,",EA,1,,,No
SM-MISLMECH-001717,"SM016-5996A,SN700.807",STRIP ( SC000225193 ),EA,6,,,No
SM-MISLMECH-001718,"SM016-5978A,SN700.711",STRIP ( VASS0618112 )  TAV-2   RIF-10,EA,6,,,No
SM-MISLMECH-001759,"SM016-5977A,SN700.710",SUPPORT ( VASS1519785 ),EA,4,,,No
SM-MISLMECH-001852,"SM016-5994A,SN700.803",UNIT ( DMA+0007241 )  LH LINKAGE,EA,79,,,No
SM-MISLMECH-001853,"SM016-5995A,SN700.804",UNIT ( DMA+0007242 ) RH LINKAGE,EA,121,,,No
SM-MISLMECH-002125,"SM016-5986A,SN700.728",HEADER INFERIOR ( EY00094314 ) WRAP,EA,1,,,No
SM-MISLMECH-002233,SM016-7494A,"LEFT NIB ( VASS0825066 ) TAV 04 , POS 14",EA,2,,,No
SM-MISLMECH-002249,SM016-7499A,"LINEAR UNIT ( 5772200 ) TAV 09 , POS 02",EA,1,,,No
SM-MISLMECH-002704,SM016-7495A,"RIGHT NIB ( VASS0825065 )TAV 04 , POS 13",EA,2,,,No
SM-MISLMECH-003123,"SM016-5980A,SN700.713",STRIP ( TRAS0526235 )  TAV-07  RIF-02,EA,1,,,No
SM-MISLMECH-003168,"SM016-5976A,SN700.709","SUPPORT ( VASS1519784 ) TAV 11 , POS 10",EA,4,,,No
SM-MISLMECH-005785,SM006-3184A,CHAIN GUIDE(SAVASS2326209)LEN=745MM VASS,EA,2,,,No
SM-MOTORS -000048,"SM008-3242A,SN700.761","GUIDE ( WP300916217 ) TAB 06 , POS 74",EA,4,,,No
SM-MOTORS -000049,"SM008-3239A,SN700.758","GUIDE ( WP300916220 ) TAV 06 , POS 68",EA,4,,,No
SM-MOTORS -000050,"SM008-3240A,SN700.759","GUIDE ( WP300916328 ) TAB 06 , POS 72",EA,3,,,No
SM-MOTORS -000051,"SM008-3243A,SN700.762","GUIDE ( WP300916329 ) TAB 06 , POS 83",EA,3,,,No
SM-MOTORS -000052,"SM008-3238A,SN700.757","GUIDE (WP300916218) TAB 06,POS 63  WRAP",EA,1,,,No
SM-MOTORS -000210,"SM008-3241A,SN700.760","TERMINAL ( WP211912253 ) TAB 06 , POS 73",EA,10,,,No
SM-OILSEAL-000235,"SM016-5984A,SN700.722","SUCTION CUP (APNAD0017) PRV 002, POS 14",EA,28,,,No
SM-PINRODS-000083,"SM014-3375A,SN700.809",PIN ( EY07034320 ),EA,50,,,No
SM-PINRODS-000133,"SM014-3374A,SN700.725","ROD ( 420104281 ) PRV 02 , POS 17",EA,30,,,No
SM-ROLLERS-000088,"SM013-3599A,SN700.847",ROLLER BOOK-MV244CXS PAGE-04(D505101132),EA,3,,,No
SM-ROLLERS-000189,"SM013-3596A,SN700.737","ROLLER(D505101374)TAV 02,POS C3-03 MV244",EA,12,,,No
SM-SHAFT-000111,"SM013-3598A,SN700.828",SHAFT ( SASW090212207 ),EA,1,,,No
SM-SHAFT-000120,"SM013-3597A,SN700.746","SHAFT (D505211717 ) TAV 18,POS 04 MV 244",EA,1,,,No
SM-BEARING-000380,SM016-7491A,"BEARING CONNEC.( VASS0825728)TAV04,POS08",EA,2,,,No
SM-BELT-000041,"SM001-3658A,SN700.896","BELT (3428BM0020) TAV 02,POS 23  MV 244",EA,1,,,No
SM-CHAINS-000073,SM016-7108A,CHAIN COLLECTOR BOX DK 10-20( 83806533 ),EA,1,,,No
SM-KEYSNPINS-000034,"SM014-3379A,SN700.855",PIN ( SASC090228927),EA,200,,,No
